2310 22744
1976 1067 6
1977 1835 51
1978 1011 6
1979 2011 42
1980 224 78
1981 872 78
1982 1060 78
1983 2026 57
1984 898 9
1985 96 30
1986 907 60
1987 695 18
1988 1183 6
1989 574 63
1990 905 63
1991 2017 57
1992 525 57
1993 578 75
1994 1083 33
1995 2300 3
1996 940 66
1997 1531 78
1998 1734 39
1999 1103 27
2000 265 51
2001 96 81
2002 791 78
2003 103 63
2004 15 54
2005 1729 69
2006 1401 69
2007 94 6
2008 1585 51
2009 171 6
2010 2217 36
2011 1282 3
2012 2298 18
2013 302 69
2014 928 3
2015 263 18
2016 1854 69
2017 44 12
2018 1901 54
2019 1641 15
2020 2154 66
2021 2275 3
2022 588 69
2023 1566 63
2024 901 21
2025 967 21
2026 1241 9
2027 218 15
2028 1401 30
2029 1631 72
2030 780 27
2031 1287 18
2032 367 24
2033 179 24
2034 401 33
2035 101 57
2036 2191 15
2037 2231 24
2038 1347 45
2039 1303 81
2040 926 42
2041 1897 15
2042 1283 36
2043 1874 48
2044 456 12
2045 1321 6
2046 2026 54
2047 1223 18
2048 232 69
2049 1282 6
2050 855 75
2051 22 54
2052 187 72
2053 827 33
2054 91 66
2055 513 3
2056 1825 39
2057 1125 54
2058 985 15
2059 1373 57
2060 1386 66
2061 1415 39
2062 1012 6
2063 240 6
2064 487 42
2065 2191 6
2066 261 48
2067 1824 21
2068 386 78
2069 2305 66
2070 631 6
2071 1214 18
2072 1934 60
2073 1110 57
2074 360 63
2075 1814 15
2076 1974 24
2077 2131 57
2078 1079 42
2079 1321 15
2080 829 69
2081 1439 81
2082 1684 72
2083 499 66
2084 1527 81
2085 759 6
2086 521 63
2087 1423 6
2088 921 81
2089 386 51
2090 1195 60
2091 1944 75
2092 1971 21
2093 1223 39
2094 1293 6
2095 2021 84
2096 531 30
2097 2183 6
2098 9 15
2099 1093 12
2100 1060 9
2101 1378 69
2102 1766 6
2103 2278 15
2104 1942 36
2105 436 33
2106 1427 69
2107 2248 54
2108 90 27
2109 1224 69
2110 571 6
2111 398 54
2112 2106 84
2113 283 57
2114 444 39
2115 299 78
2116 1849 30
2117 1207 60
2118 2119 78
2119 2011 72
2120 877 48
2121 1532 81
2122 1673 21
2123 1806 42
2124 2152 81
2125 1896 78
2126 1527 78
2127 637 15
2128 1309 42
2129 1636 21
2130 420 54
2131 490 6
2132 1542 27
2133 299 3
2134 467 24
2135 148 15
2136 1117 66
2137 1482 51
2138 68 66
2139 837 12
2140 135 21
2141 481 63
2142 1272 9
2143 434 33
2144 888 9
2145 431 6
2146 721 21
2147 97 30
2148 1833 3
2149 1231 57
2150 1001 60
2151 1281 9
2152 1358 57
2153 2259 12
2154 45 12
2155 1431 6
2156 424 6
2157 2099 84
2158 211 24
2159 2092 57
2160 1148 3
2161 2262 78
2162 555 84
2163 2192 33
2164 664 12
2165 1749 54
2166 2135 60
2167 318 57
2168 1839 3
2169 366 58
2170 1882 33
2171 1463 39
2172 1337 39
2173 1012 33
2174 312 63
2175 327 66
2176 624 24
2177 2017 36
2178 209 3
2179 1801 18
2180 2083 66
2181 237 66
2182 1359 36
2183 509 6
2184 2068 78
2185 91 78
2186 2007 15
2187 2025 69
2188 250 69
2189 1035 30
2190 599 63
2191 759 51
2192 185 72
2193 613 24
2194 1130 42
2195 1789 39
2196 2015 9
2197 2014 54
2198 1849 9
2199 2024 75
2200 537 21
2201 947 18
2202 201 6
2203 1728 69
2204 726 72
2205 2117 60
2206 136 84
2207 112 42
2208 2125 75
2209 300 24
2210 2128 39
2211 2137 69
2212 391 60
2213 539 27
2214 2295 42
2215 1646 18
2216 2306 21
2217 929 78
2218 1602 12
2219 1324 21
2220 1859 57
2221 2050 69
2222 1824 72
2223 1699 3
2224 1310 33
2225 76 48
2226 167 39
2227 2094 39
2228 1480 45
2229 2137 6
2230 1756 24
2231 880 12
2232 1961 33
2233 1288 60
2234 1567 84
2235 1162 60
2236 784 24
2237 1826 24
2238 610 24
2239 1941 33
2240 1541 48
2241 461 51
2242 1225 6
2243 1645 9
2244 1521 69
2245 2275 78
2246 429 9
2247 1405 27
2248 138 81
2249 1661 3
2250 1849 21
2251 996 81
2252 838 51
2253 668 69
2254 2152 6
2255 1171 15
2256 1713 3
2257 457 6
2258 1155 63
2259 1374 39
2260 1705 18
2261 42 72
2262 1191 84
2263 474 81
2264 2270 37
2265 1994 45
2266 255 81
2267 1142 69
2268 1913 42
2269 478 84
2270 711 6
2271 861 48
2272 1994 9
2273 2015 57
2274 2088 72
2275 2002 39
2276 684 12
2277 1462 3
2278 2126 33
2279 99 45
2280 2162 54
2281 1621 42
2282 2049 33
2283 1051 30
2284 611 12
2285 1544 63
2286 775 81
2287 1348 84
2288 1725 45
2289 1157 84
2290 382 6
2291 131 9
2292 1156 24
2293 1335 30
2294 992 21
2295 580 24
2296 1130 42
2297 185 45
2298 921 12
2299 466 27
2300 335 3
2301 2093 42
2302 1037 78
2303 758 81
2304 1213 45
2305 1842 60
2306 1409 30
2307 801 21
2308 2008 69
2309 183 45
2310 1636 3
2143 1035 9
2017 644 71
1360 869 54
1871 1812 82
1633 504 50
539 127 68
63 1013 63
2165 664 39
536 1690 82
386 686 82
1362 556 48
478 1363 79
1231 293 77
1459 1454 32
1299 1847 34
2128 1260 80
1552 661 47
1261 825 26
1906 2026 69
2051 31 56
67 1616 45
1386 2075 27
824 1873 1
1836 823 31
1568 1232 28
535 953 67
1051 1845 61
791 117 36
1653 789 82
2090 46 8
517 1433 51
1483 417 12
173 929 49
925 1280 70
1155 1847 51
2151 563 63
1520 249 39
828 2235 41
1466 68 17
1374 2143 37
1819 404 64
679 2305 78
1939 1633 18
1997 455 71
2292 1976 16
1870 1769 46
1478 1115 8
2154 827 8
1131 271 25
1024 1383 63
282 953 54
563 669 32
198 1716 37
1831 1544 59
389 1923 8
1899 728 5
1207 1798 61
806 188 69
2277 367 24
1086 1329 33
2031 811 55
1366 318 12
181 951 30
1901 852 55
1253 1303 5
196 989 73
578 1838 5
1134 585 44
1926 1617 33
690 1897 49
1636 1699 10
1462 1818 21
214 686 53
2214 2193 76
847 2017 64
1376 1678 19
341 248 56
25 1762 3
2019 1064 48
251 1053 17
1519 281 10
2090 1595 22
1331 499 20
239 800 9
842 117 2
580 149 65
1941 1573 28
2177 1929 32
2096 1786 56
1946 2298 77
1797 1720 3
1886 2132 59
2190 1408 49
943 1944 37
1894 1359 67
1896 2178 50
1324 1438 7
2126 249 12
1054 1853 7
145 1120 76
787 2132 79
2007 1644 25
500 1807 80
211 415 41
1186 1515 9
476 2177 71
1291 1777 74
1361 1440 14
50 1798 56
269 2262 60
2228 1132 62
912 2207 41
961 1548 78
1831 765 4
2235 1912 36
1646 1873 58
1954 1871 9
1908 174 12
1872 602 72
779 2004 32
601 1346 39
1340 406 15
1976 2185 5
342 1313 7
817 1735 32
1165 1208 11
941 2100 61
542 1403 3
2221 2070 82
826 407 6
1398 371 16
1272 1202 35
2085 2124 30
593 2027 58
892 1620 55
334 1667 21
1235 651 57
1630 1544 29
907 32 2
1477 1177 37
300 40 28
1580 1057 55
1264 1924 10
82 1479 60
1275 1858 47
2296 2283 43
483 1020 5
2172 718 78
1316 889 14
1440 1169 14
2116 12 36
1446 229 77
958 411 71
1321 965 11
667 1253 16
2034 2014 41
1253 1867 67
1945 1754 15
41 859 3
181 1523 42
1457 1041 23
1693 1061 12
1789 83 56
2223 1484 54
37 1664 59
751 1654 53
1158 2128 9
942 1913 72
768 45 59
1303 720 66
2302 631 9
476 1115 49
705 1322 26
550 289 80
1474 2036 15
592 2283 31
594 2034 27
696 1530 70
240 847 55
63 1600 63
1783 1150 73
1951 2109 5
2106 49 57
1252 1313 71
1732 3 79
1403 1417 5
2272 1296 7
1155 1545 20
1728 1657 36
820 1508 1
155 859 37
515 51 19
2094 2096 36
653 578 61
768 726 27
1092 196 49
1504 46 59
1449 503 70
1170 1676 80
775 1098 53
1172 1043 35
165 2002 7
527 2062 15
1847 1579 9
1697 2278 65
220 1063 11
1419 133 13
1650 3 6
948 830 41
247 591 3
1712 2214 20
1952 1277 2
1663 1789 78
1843 1934 74
2153 1875 71
2255 1628 48
805 1023 29
788 2288 24
2059 1174 77
1623 240 59
1853 1087 60
804 1230 39
1093 463 9
1241 2185 47
1836 1675 27
1582 2180 20
551 2049 21
1485 230 11
894 1622 58
1495 1135 36
1364 989 41
1883 381 9
1069 1210 55
1263 928 37
582 1708 24
672 1296 27
143 980 16
1308 289 76
213 1209 8
2093 1871 58
1049 1557 62
1888 109 2
508 370 67
1767 533 48
2068 857 51
739 259 3
2117 790 74
223 2191 29
269 2148 49
752 2026 9
2201 1415 44
1218 2174 73
405 941 10
224 2163 52
583 743 28
702 1628 66
1678 1141 13
872 1620 68
2072 1154 60
190 2266 42
10 2243 67
323 914 29
690 188 78
1971 519 26
751 1762 67
484 1437 22
1845 835 9
420 2098 49
985 1867 70
1089 1387 74
1413 1719 46
147 1158 18
1832 317 28
57 287 4
1559 1225 43
1812 946 69
2198 365 2
466 380 9
1387 1736 58
801 611 69
184 2145 2
1978 854 11
630 1346 25
544 1985 22
1234 1437 61
1274 1355 54
148 836 38
886 1465 40
875 790 80
251 1817 60
319 1359 48
1441 150 82
1797 296 8
219 94 21
2248 1101 42
455 192 11
1395 962 33
1989 2077 66
122 1819 81
1444 2237 81
686 1032 19
694 598 1
252 1193 27
223 1922 2
1552 80 41
1503 1465 48
1863 706 24
941 1494 31
732 2220 64
1458 1302 25
1839 114 20
61 625 75
2238 1720 70
268 171 78
1264 1230 50
320 1635 10
1321 1322 76
436 844 15
1864 240 17
1465 2164 32
2297 1008 41
1220 532 12
250 1446 62
1995 691 66
312 535 12
1731 299 36
772 1003 37
1315 85 64
1508 628 49
824 860 22
1179 769 30
2257 1469 70
2068 839 9
876 2078 20
693 443 81
851 675 76
60 438 40
774 1443 21
95 1936 11
1459 1949 69
418 464 33
1763 1607 13
1605 24 18
1986 40 8
2081 2128 1
1414 936 33
2085 2133 9
2123 793 5
1424 777 18
370 936 37
727 2142 43
1081 1114 38
141 959 64
12 15 67
2226 1155 38
2092 551 62
1703 522 20
678 596 16
103 2093 26
600 1387 78
545 261 70
957 960 29
2158 528 34
180 862 22
1838 2180 24
942 1765 9
957 43 20
1486 1673 75
1146 1014 52
1467 354 28
268 1213 57
558 178 28
1486 283 76
1580 93 62
1315 2226 55
986 517 15
641 421 53
1036 2263 9
2115 1472 1
1068 713 23
1100 484 56
1684 382 35
505 883 82
34 1233 11
1139 995 37
581 1074 36
14 1739 36
801 2115 28
1254 1357 53
730 302 36
2282 804 59
1611 570 47
875 913 7
535 1395 16
2298 889 43
325 274 14
2058 877 23
124 162 27
2130 1967 79
2269 2144 73
565 57 65
1911 258 37
2122 123 58
1819 1080 63
1281 1579 30
772 604 63
1138 616 68
41 697 75
2052 131 69
759 1802 81
401 721 66
322 2205 65
2302 167 73
1219 1226 9
1870 58 6
1913 1783 71
2043 941 37
651 32 21
1314 2037 49
998 2184 50
2042 261 60
860 67 27
1308 1111 33
722 1735 42
1496 2051 69
1378 2052 28
1134 2215 2
1666 1374 51
1634 735 32
182 451 65
1479 264 74
1673 2016 12
364 373 4
1871 312 63
476 1055 40
1431 716 78
2232 1473 37
1353 267 59
1786 736 27
1425 435 71
197 491 16
1971 1984 26
313 1406 26
1923 1097 11
868 105 73
2036 2223 44
411 735 45
734 1162 9
208 1326 16
344 1284 63
623 149 57
717 2069 18
2230 515 67
1209 2218 21
1615 1493 26
1559 184 49
723 1073 67
1796 374 38
1552 1357 48
1661 539 21
2192 1432 45
500 887 67
1500 1997 19
1115 1662 4
1488 1545 67
487 1060 78
422 1344 59
1292 1506 26
1625 1933 80
316 101 58
1470 2207 14
851 2190 74
1117 1379 23
154 2160 71
300 1519 28
799 1710 11
1630 1416 53
156 1764 4
1148 2047 45
714 1178 60
1518 1941 30
1165 850 58
724 1216 23
1151 2082 30
1447 674 7
1864 2210 47
1853 731 21
1772 1218 38
1740 1302 80
101 1876 59
1203 147 31
937 272 15
1554 76 42
993 1461 42
1205 1952 8
1683 1515 12
2212 625 47
322 872 19
458 1535 71
551 1750 72
1756 1259 31
1166 454 68
2291 792 77
918 1700 63
1197 1994 69
2129 1452 68
1827 1223 71
1226 684 2
617 1243 22
737 2228 70
1383 482 5
1799 1159 5
958 1299 31
52 1243 34
138 1494 43
1339 323 1
432 1885 31
1519 1701 43
912 1391 33
669 644 67
115 1374 4
15 655 45
2051 1834 7
916 864 26
1590 1935 59
863 336 81
96 2305 53
1825 142 60
1435 1784 20
658 991 63
456 432 56
124 387 56
1441 1289 67
1707 1347 34
2239 1471 48
1261 1622 5
437 1777 3
906 853 43
1061 1347 17
109 227 32
270 1942 41
1291 124 5
916 1841 32
1242 2013 51
316 466 42
336 1434 43
423 967 78
1115 1325 79
365 1360 77
371 1774 81
2167 1353 9
523 1957 75
259 899 66
693 1923 35
1128 1688 47
2152 1914 65
313 463 45
177 2129 76
1241 313 73
946 1428 21
1294 1733 5
550 1218 29
1976 933 18
1722 844 36
1254 1080 57
1288 2248 20
453 685 50
1510 203 46
747 566 23
2109 1223 20
532 151 48
1725 1433 54
1128 1624 61
509 1784 42
1073 1770 81
1604 933 52
91 502 21
2077 261 17
2137 1250 78
470 1016 59
1204 1214 66
215 471 77
1222 1032 61
1615 2164 27
1926 2217 60
362 1149 28
1452 171 42
787 1907 55
1144 1105 53
2221 1812 56
930 2180 32
433 1923 73
231 198 19
771 1125 81
956 1270 40
333 1256 60
1206 1645 63
1818 198 81
1614 1359 22
2252 1548 78
1691 2294 58
218 1943 41
1132 1878 10
1296 2123 18
574 1302 32
1963 101 17
73 1915 59
787 1029 20
1991 398 9
476 1439 1
2245 753 47
891 2145 5
1047 840 49
1767 517 2
1858 354 46
1241 1586 55
1499 1495 40
1278 661 11
1444 1473 61
1998 1065 80
374 594 13
972 20 39
1957 1008 8
340 2301 45
2258 2157 9
518 1826 6
1673 1495 2
628 1262 54
1143 602 20
801 1909 7
289 305 21
127 1521 66
769 1836 52
1971 1836 77
442 1635 12
109 912 15
1378 632 54
889 2106 41
934 1913 64
2001 1637 45
1080 1180 43
1361 1192 42
1063 1558 21
38 2243 59
2083 1376 82
1003 1692 69
2072 412 32
613 1780 34
1925 614 18
2187 1460 51
1537 1594 9
568 1325 26
1950 414 21
1154 30 44
317 754 80
68 1621 26
2108 2277 36
2002 1281 73
1454 943 16
534 907 12
1591 2032 9
633 1194 13
561 1126 29
648 2114 76
759 2089 18
24 287 61
1747 1089 32
1595 1750 67
466 1806 9
677 1639 16
953 257 80
1141 478 70
1642 1132 33
1047 196 57
2215 231 69
674 1462 2
301 1083 70
1081 1430 58
372 1388 65
19 588 57
479 717 47
2161 2258 24
1541 569 70
1319 408 6
96 152 19
2156 1076 79
517 1920 17
299 2101 74
377 1187 80
1289 1303 13
4 2078 60
1732 1241 16
1960 417 78
1940 147 58
1701 2199 6
1428 1911 47
1036 1111 28
1958 1170 73
399 1013 30
1437 137 9
820 249 78
636 1538 3
1588 671 59
382 1342 1
292 244 9
1227 303 66
1445 534 45
1464 844 40
1438 2067 25
430 517 78
1467 2069 64
1644 1074 56
2307 1647 56
736 229 39
1291 700 46
1649 1451 22
1638 526 63
625 2242 74
642 995 21
79 1630 65
261 1089 47
732 1165 62
661 80 53
1438 1198 15
2069 2078 60
975 827 53
1871 1567 63
65 2196 45
1955 1824 38
518 1892 54
371 1230 22
379 1530 9
1294 64 76
2008 1907 81
824 2019 36
922 2148 78
857 349 17
690 307 37
1487 1811 30
1501 469 26
723 2189 29
1388 70 78
308 1100 36
119 1585 1
965 1470 78
138 1869 46
2310 178 75
96 1064 77
2298 416 31
714 1187 34
1913 161 46
1398 1315 52
1282 962 20
1809 702 74
221 461 71
1690 1061 37
839 154 79
1821 2041 29
445 2271 60
384 383 27
500 1461 17
478 1343 17
401 1364 54
1038 1934 64
774 532 49
2278 659 6
1173 1559 49
1266 258 71
196 305 13
1595 82 79
1073 992 27
402 209 28
801 2212 71
539 476 13
2281 105 25
1907 2070 61
1487 1903 15
337 1527 40
865 2079 22
1316 1887 41
1910 236 3
508 216 3
834 1362 19
2267 1495 73
250 238 63
1755 2234 14
765 754 55
656 1907 3
320 1875 16
1845 653 66
2244 510 78
297 2210 59
1191 1601 76
1020 979 18
905 2223 22
1189 1073 31
1965 61 11
843 1581 33
378 933 14
1901 1665 48
2024 1700 41
227 1680 80
28 1201 62
2207 649 65
2091 1235 21
331 1277 59
432 988 8
625 1074 41
1291 1074 6
104 1717 72
2158 1038 29
2164 669 43
2045 740 26
1353 1673 11
1019 1527 43
379 1896 35
225 1445 30
1510 671 76
2120 700 22
1650 1906 10
325 1348 58
671 1098 13
1725 487 10
1319 763 4
2228 79 8
1413 389 57
326 278 42
82 20 77
358 1211 44
1604 183 10
1639 1756 9
1689 1348 42
129 951 48
863 1784 8
1485 1414 44
2236 1859 4
1500 198 60
847 978 38
1212 1218 62
1430 996 42
1681 204 9
2186 105 57
551 598 10
1639 980 49
417 1576 15
1152 934 18
664 449 51
355 1051 39
896 361 4
2111 1247 48
812 551 45
530 329 45
136 415 53
1779 148 65
1480 388 52
1342 1494 68
438 444 18
19 301 14
458 2121 19
1746 431 71
209 45 66
1130 681 47
1787 1785 20
1065 1183 35
2088 189 55
2241 1141 43
1983 1177 75
211 1309 7
1699 266 27
55 1340 53
2015 1587 52
857 309 9
1605 1702 61
1522 2215 51
1296 2099 54
2223 2078 26
472 517 42
2041 676 11
1446 146 73
1488 770 34
892 423 66
990 1590 5
1016 1517 28
935 473 35
1117 1354 22
908 1724 60
314 261 60
187 2002 57
1533 767 27
2188 1 41
161 1895 81
1458 2209 9
2199 302 30
1801 1632 71
141 791 40
544 237 10
1577 1114 61
1868 1330 33
115 1937 4
665 883 55
1125 940 41
2090 1874 21
2085 242 80
58 608 31
1607 1131 56
363 2038 40
2131 1213 43
1232 1316 19
1852 394 74
1751 324 40
1999 87 43
2094 1093 57
2133 381 9
1637 1336 59
2310 967 64
1986 1807 76
504 42 2
2057 2236 32
221 2072 53
348 734 14
889 1461 23
1478 646 39
955 1730 59
1261 1891 7
203 688 13
673 922 43
170 252 19
1189 584 67
1795 2144 27
1928 484 20
2070 1030 21
1961 1562 4
329 1617 33
1789 2152 49
205 716 73
2178 775 34
544 1136 44
367 2273 43
1101 1115 4
2100 1559 17
2244 950 9
1880 884 28
1415 505 40
160 1140 23
177 1538 7
664 2066 71
2310 1462 67
1017 527 52
511 1670 68
145 314 65
88 616 17
664 50 49
1147 1354 3
1394 2162 57
2074 1860 41
1358 1582 15
1776 2194 70
289 1734 42
1923 2044 80
169 217 50
583 16 34
718 1920 64
1168 677 48
1700 1749 61
324 455 53
491 321 73
2278 1930 2
1437 1390 38
187 829 65
1993 132 63
2279 466 20
1161 2303 76
2182 301 39
2309 1478 6
668 1547 9
2211 1090 16
1454 299 30
364 1205 76
1659 1840 45
789 959 27
573 77 65
2219 1405 1
2262 1639 58
1914 1213 32
1901 1731 38
2255 2090 26
1157 471 63
122 1944 78
33 2183 14
1130 379 35
1338 177 22
1215 347 71
704 1260 41
564 791 3
742 2264 26
1885 1351 22
577 2075 71
1404 1581 1
236 951 9
269 472 56
2251 1819 13
1404 629 49
1805 597 20
166 928 20
1584 160 15
2153 498 29
1243 293 21
1916 568 45
1766 939 76
126 937 14
690 2145 80
2223 440 2
210 1692 67
1730 427 4
86 1712 41
2290 2159 44
1361 1963 10
1423 53 78
155 1943 25
1040 965 53
409 1919 58
276 739 66
501 2193 77
461 167 39
2251 1636 80
930 1420 34
447 1816 23
692 2223 16
2292 981 7
2035 156 9
1674 384 31
131 2053 71
1765 566 4
173 403 78
1470 1638 76
1023 1846 51
2158 1190 56
75 1326 4
222 670 20
196 2262 45
477 1408 22
419 1002 23
399 1989 26
1127 1183 40
1035 2228 79
1266 213 3
308 1694 1
1913 1036 36
672 1992 44
1670 163 24
2006 518 18
2162 141 66
561 946 22
1309 1037 70
1037 221 48
279 720 63
921 1920 21
1282 2277 63
1982 1493 42
805 1157 12
1865 721 69
1813 943 63
1209 74 44
164 1828 72
385 2169 30
1915 179 60
790 1978 82
203 535 9
1452 1661 40
958 1781 15
782 436 49
916 1314 13
2197 593 68
1799 1702 78
2184 478 18
75 723 35
1128 241 1
338 1039 3
2229 1204 66
878 1543 59
944 1791 57
2173 2165 1
1486 2045 52
1674 1008 74
1190 1189 5
1472 633 59
1140 1268 16
1750 1434 6
1296 149 76
1550 1451 46
1801 734 69
66 513 43
441 1271 49
1670 481 52
1917 1089 2
1773 925 69
1300 743 11
73 2224 45
655 269 61
2229 296 62
1062 682 28
1641 1322 28
2042 2040 36
1327 1342 39
281 2034 24
526 1106 20
535 1311 43
773 2085 38
1666 558 13
1017 447 39
1772 259 81
290 1756 77
2185 1268 12
868 931 75
611 2235 41
1516 945 6
1828 1156 46
536 1703 82
2140 1184 32
1642 1546 16
1001 71 36
1719 729 74
1977 1859 74
1086 594 42
536 2218 29
2149 1360 47
766 1334 51
806 166 55
1055 1989 64
1687 27 16
955 1202 51
1889 1464 53
390 1322 29
885 989 77
1656 1607 31
2001 304 27
1214 1907 60
1282 522 52
497 441 7
1477 1693 37
1653 662 23
645 2030 15
2262 1197 35
569 1257 66
479 1634 41
86 2045 52
816 1684 27
1527 1956 11
461 331 44
1156 627 59
1957 203 11
1643 586 36
1191 902 33
2153 1458 56
353 1672 73
401 645 51
904 520 59
403 145 77
1562 92 58
1607 607 24
793 1992 31
1043 115 43
1961 276 12
2044 1548 57
1276 1617 74
617 341 3
456 1439 54
2124 1284 9
529 1100 2
522 2031 18
1264 1302 69
276 400 10
1830 2033 65
1456 1718 53
687 882 60
1158 1844 56
1024 2031 1
1512 1869 6
1856 1499 41
1337 616 56
1434 1503 75
1938 683 21
2024 2152 51
801 1398 14
1366 2100 67
2017 925 74
391 649 70
1919 106 57
7 659 16
1383 162 27
16 568 32
976 591 58
2260 2067 54
1673 1028 66
2014 338 55
118 2083 6
51 1289 46
388 751 72
423 746 34
1286 434 9
657 954 54
1354 319 59
1030 2200 15
1324 1857 32
1716 445 55
1927 797 32
1102 714 21
1118 1389 50
1402 16 34
1334 1 39
1609 1434 7
1413 473 37
310 2118 64
42 1165 11
625 1069 8
1453 645 75
614 747 53
154 2119 63
2295 376 79
2156 461 31
84 2140 73
1746 291 9
1626 1510 9
288 1372 17
181 151 66
640 2057 82
1738 2187 8
2235 1390 20
754 2289 75
1629 1475 34
2147 197 33
1288 2075 9
10 918 23
61 477 1
649 1800 43
1027 86 77
1324 350 21
784 825 48
1831 642 52
196 1215 41
2130 1264 44
2080 742 42
2223 349 28
26 881 23
1051 1215 24
2174 2042 24
2234 1248 3
1644 1062 77
289 275 40
1141 1329 30
1672 2007 39
43 982 41
1849 2075 24
1963 1148 77
1505 1661 49
945 2105 28
1492 1840 30
332 2016 50
1187 2204 50
518 200 72
1591 1687 78
1722 1579 54
1050 1473 66
1009 516 79
1221 779 18
1253 1144 40
729 1493 2
246 1861 4
61 1319 16
1624 2112 57
2086 1224 56
1417 2010 29
354 1623 15
728 2078 70
1249 1083 43
1283 694 31
70 887 15
1014 726 35
563 448 43
1401 819 22
1710 43 44
2029 2243 53
763 26 11
2292 1406 7
496 667 7
2116 1406 5
1615 1449 37
976 1931 29
838 1051 55
881 2204 54
1747 39 13
412 1347 18
895 609 35
577 652 22
1746 2031 55
1268 6 21
1304 470 79
16 1214 2
878 1624 43
2268 2134 2
139 2205 59
1976 1328 1
241 776 22
858 2289 57
756 803 17
596 1015 48
290 1961 35
1772 2082 44
1897 350 32
84 2141 44
1151 2121 8
1373 2154 39
2145 347 79
1900 2156 66
2190 273 12
1906 2087 9
580 1868 15
1856 1012 72
1417 391 70
801 203 9
400 2037 59
572 2171 32
1211 993 23
2249 77 19
1738 2081 67
1333 1173 2
1726 399 55
244 1290 52
2132 1652 47
767 1027 34
1733 431 8
363 1887 58
561 1140 2
2274 1734 20
1174 382 39
1848 1263 35
726 2128 42
477 956 30
1245 1937 9
1606 2056 58
198 354 47
2119 1392 4
427 141 53
207 1124 35
2153 1207 81
1230 1140 61
1290 10 75
1247 590 14
174 1188 51
2055 588 24
915 77 70
1388 823 60
1644 1262 71
327 1238 12
670 561 56
1583 461 46
333 1168 80
2108 328 63
7 702 52
409 1150 68
2249 393 69
1369 1001 52
1645 671 9
109 892 79
1419 563 13
1549 1701 43
2002 38 59
130 995 48
2199 1617 1
2168 453 52
800 1075 61
1661 2289 35
1702 1083 67
912 2098 3
1972 1951 16
1544 1108 41
229 267 76
2255 443 58
767 227 28
932 935 29
762 870 61
519 510 16
1315 2070 65
1798 1763 80
1066 845 12
2180 904 73
958 1893 9
2030 1256 4
644 1864 45
1508 2297 18
1440 1203 19
246 529 71
2109 2151 52
117 962 42
5 1049 82
26 1579 42
956 576 31
1025 2183 23
396 293 17
320 1837 41
142 1558 48
1969 698 79
936 1107 15
1674 2031 47
1982 2155 5
2299 63 63
645 1988 15
706 402 30
1118 1344 51
1943 566 31
1969 1870 71
2288 826 59
2292 280 23
594 2099 11
2023 1069 14
1693 1806 75
1359 318 57
639 2287 81
1920 1469 72
420 316 9
1774 1511 20
2101 1689 30
1809 1872 57
2196 1066 69
144 919 68
1322 352 44
1499 1746 48
1384 28 3
1160 2179 18
188 246 73
1147 1303 35
2125 426 6
28 554 7
825 2251 77
376 1869 26
891 1785 59
2008 1468 26
1511 1221 60
2085 1133 59
1314 1215 22
1248 2048 16
361 1452 77
1041 1833 30
2262 743 15
1514 1261 45
2225 381 5
1001 106 29
406 335 74
1197 668 2
159 2172 9
1481 1656 39
349 5 38
966 660 44
1349 2015 78
1048 2075 75
1072 589 57
346 505 5
95 251 28
622 1202 65
1355 1178 7
1825 1491 38
1408 1163 13
669 982 45
1869 932 77
686 149 71
